name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
Kingwin Lazer Platinum,158.0,ATX,platinum,550,Semi,Black,ATX,4
Enermax EGX850EWL,158.0,ATX,plus,850,Full,Black,ATX,4
Sunbeam PSU-HUSH580-US-BL,158.0,ATX,gold,580,false,Black,ATX,4
Cooler Master Elite NEX N400 230V,158.0,ATX,gold,400,false,Black,ATX,4
Cooler Master Elite NEX White W700 Black Mesh,158.0,ATX,plus,700,false,Black,ATX,4
Cooler Master Elite NEX PN600 Peak,158.0,ATX,gold,600,false,Black,ATX,4
SeaSonic SS-300ES Bronze,158.0,ATX,bronze,300,false,Black,ATX,4
RIOTORO ENIGMA 850,158.0,ATX,gold,850,Semi,Black,ATX,4
Xilence Performance A+ III,158.0,ATX,bronze,650,false,Black / Red,ATX,4
Silverstone Strider,158.0,ATX,silver,500,false,Black,ATX,4
BitFenix BFG GOLD,158.0,ATX,gold,550,Full,Black,ATX,4
BitFenix BFG GOLD ATX3.0,158.0,ATX,gold,1000,Full,Black,ATX,4
FSP Group AURUM GOLD 400,158.0,ATX,gold,400,false,Black,ATX,4
Corsair G600,158.0,ATX,plus,600,false,Black,ATX,4
XClio Goodpower 550W,158.0,ATX,bronze,550,Full,Black,ATX,4
XClio Goodpower 650W,158.0,ATX,bronze,650,Full,Black,ATX,4
Cooler Master V850 Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
Sparkle R-SPI600GHN,158.0,ATX,plus,600,false,Black,ATX,4
Zalman TeraMax II,158.0,ATX,gold,750,Full,White,ATX,4
Rosewill Tachyon,158.0,ATX,platinum,550,Semi,Black,ATX,4
Kingwin Lazer,158.0,ATX,gold,660,Full,Black,ATX,4
G.Skill PS850P,158.0,ATX,platinum,850,Full,Black,ATX,4
G.Skill PS1250P,158.0,ATX,platinum,1250,Full,Black,ATX,4
Solid Gear SDGR-900E,158.0,ATX,gold,900,false,Black,ATX,4
OCZ Fatal1ty,158.0,ATX,bronze,750,Full,Black,ATX,4
OCZ Fatal1ty,158.0,ATX,bronze,550,Full,Black,ATX,4
LEPA MaxGold,158.0,ATX,gold,500,false,Black,ATX,4
Inter-Tech 88882037,158.0,ATX,plus,450,false,Black,ATX,4
Kingwin ABT-750MM,158.0,ATX,gold,750,false,Black,ATX,4
Cougar CMD 500,158.0,ATX,bronze,500,Semi,Black / Blue,ATX,4
CoolMax ZPG-1000B,158.0,ATX,gold,1000,Semi,Black,ATX,4
In Win Commander II,158.0,ATX,bronze,750,Full,Black,ATX,4
CoolMax ZPG-1200B,158.0,ATX,gold,1200,Semi,Black,ATX,4
Cooler Master VSM,158.0,ATX,gold,550,Semi,Black,ATX,4
Cooler Master VSM,158.0,ATX,gold,650,Semi,Black,ATX,4
Rosewill Lightning,158.0,ATX,gold,1300,Semi,Black,ATX,4
LC-Power LC1000 V2.4,158.0,ATX,platinum,1000,Full,Black,ATX,4
Logisys PS480X2,158.0,ATX,gold,480,false,Black,ATX,4
Logisys PS550E12BK,158.0,ATX,gold,550,false,Black,ATX,4
Logisys PS480D-BK,158.0,ATX,gold,480,false,Black,ATX,4
