name,price,capacity,price_per_gb,type,cache,form_factor,interface
Mushkin Helix-L,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,500.99,4000.0,0.125,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,99.99,500.0,0.2,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,32.99,512.0,0.064,SSD,128.0,2.5,SATA 6.0 Gb/s
Lexar NS100,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair MP600,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,106.0,1000.0,0.106,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,126.97,500.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
PNY CS1311,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 760p,128.59,512.0,0.251,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA Ultimate SU750,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Inland 2TB NVME PREMIUM,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Zero Z330,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA,126.97,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba XG6,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ100,68.98,960.0,0.072,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700 GOLD,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,69.99,1000.0,0.07,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
KIOXIA EXCERIA w/Heatsink,120.99,2000.0,0.06,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,64.99,2000.0,0.032,HDD,64.0,3.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,144.99,2000.0,0.072,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG09 512e,316.99,16000.0,0.02,HDD,512.0,3.5,SATA 6.0 Gb/s
Western Digital WDS100T1XHE w/Heatsink,139.5,1000.0,0.139,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1311,31.91,120.0,0.266,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 320,70.97,40.0,1.774,SSD,128.0,2.5,SATA 3.0 Gb/s
Western Digital RE,57.49,1000.0,0.057,HDD,64.0,3.5,SATA 6.0 Gb/s
Apacer AS2280Q4,113.49,1000.0,0.113,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S770,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Inland Gaming Performance Plus,139.99,2000.0,0.07,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Integral M3 Series Plus,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Biwin Black Opal X570 Pro,126.97,4000.0,0.087,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue,158.5,6000.0,0.026,HDD,64.0,3.5,SATA 6.0 Gb/s
Patriot P300,107.32,1000.0,0.107,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,500.0,3840.0,0.13,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,334.45,10000.0,0.033,HDD,256.0,3.5,SATA 6.0 Gb/s
Kingston KC2500,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
AGI AI298,76.23,1000.0,0.076,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Scorpio Blue,126.97,500.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,126.97,1000.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Western Digital Black,188.99,4000.0,0.047,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate ST3000DM002,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Corsair Force MP500,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,145.99,4000.0,0.036,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Intel 545s,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Micron 2200,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA Falcon,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Netac NV5000,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM700,126.97,1000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba X300 Pro,324.44,16000.0,0.02,HDD,512.0,3.5,SATA 6.0 Gb/s
ADATA Legend 960,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,95.99,4000.0,0.024,HDD,64.0,3.5,SATA 6.0 Gb/s
Lexar NQ700,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 5K1000,126.97,1000.0,0.087,HDD,8.0,2.5,SATA 6.0 Gb/s
Intel DC P4511,126.97,2000.0,0.087,SSD,128.0,M.2-22110,M.2 PCIe 3.0 X4
Inland Prime,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force GE PRO AirFlow,218.99,2000.0,0.109,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Intel Optane 905P,126.97,380.0,0.087,SSD,128.0,M.2-22110,M.2 PCIe 3.0 X4
Seagate FireCuda 510,395.59,2000.0,0.198,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,104.99,6000.0,0.017,HDD,64.0,3.5,SATA 6.0 Gb/s
HP FX900 Pro,203.94,2000.0,0.102,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,96.97,2000.0,0.048,HDD,64.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,87.76,1000.0,0.088,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,28.99,500.0,0.058,HDD,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,54.0,320.0,0.169,HDD,16.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS,126.97,512.0,0.087,SSD,128.0,PCIe,PCIe x4
Samsung PM883,96.0,480.0,0.2,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K500,150.0,500.0,0.3,HDD,8.0,2.5,SATA 3.0 Gb/s
Intel 320,126.97,600.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Samsung 750 EVO,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial MX300,126.97,750.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,249.58,3000.0,0.083,HDD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000 Pro,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Patriot VPN100,126.97,512.0,0.087,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S5,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Samsung PM871b,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Sabrent Rocket Q,499.99,4000.0,0.125,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 120,126.97,4000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Apacer AS2280P4,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XF,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM760,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Lenovo S4520,659.99,1920.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force GE PRO AirFlow,126.97,8000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Addlink S70,106.44,2000.0,0.053,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST4000NM0024,128.49,4000.0,0.032,HDD,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA200E,147.75,2000.0,0.074,HDD,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,147.99,4000.0,0.037,HDD,128.0,3.5,SATA 6.0 Gb/s
Silicon Power A55,25.97,256.0,0.101,SSD,128.0,M.2-2280,M.2 SATA
Western Digital Black SN750 SE,126.97,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3030,51.98,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,171.69,960.0,0.179,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Red,145.0,3000.0,0.048,HDD,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG MARS 980 STORM,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Caviar Green,84.99,2000.0,0.042,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,124.79,1000.0,0.125,HDD,16.0,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,59.99,500.0,0.12,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital RE4,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,128.58,500.0,0.257,HDD,32.0,3.5,SATA 3.0 Gb/s
Supermicro HDD-T4000-ST4000NM00,126.97,4000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate NAS HDD,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Corsair Force LE,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Transcend SSD230S,29.99,128.0,0.234,SSD,128.0,2.5,SATA 6.0 Gb/s
HP EX950,173.99,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,125.0,2000.0,0.062,HDD,128.0,3.5,SATA 6.0 Gb/s
Silicon Power P34A80,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,62.22,256.0,0.243,SSD,128.0,2.5,SATA 6.0 Gb/s
HP EX900,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Transcend 220S,92.68,1000.0,0.093,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q5,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,126.97,1000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Leven JPS800,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Patriot VP4000 Mini,45.99,500.0,0.092,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Toshiba MQ04ABD200,74.99,2000.0,0.037,HDD,128.0,2.5,SATA 6.0 Gb/s
Intel DC P4510,231.0,2000.0,0.116,SSD,128.0,2.5,U.2
PNY CS900,76.15,1000.0,0.076,SSD,128.0,M.2-2280,M.2 SATA
Seagate FireCuda,65.25,500.0,0.131,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba X300,255.39,8000.0,0.032,HDD,128.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket,69.98,512.0,0.137,SSD,128.0,M.2-2242,M.2 PCIe 3.0 X4
ADATA LEGEND 840,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,249.99,10000.0,0.025,HDD,256.0,3.5,SATA 6.0 Gb/s
XOC SP900,71.0,1000.0,0.071,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX6000 Pro,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Crucial BX500,79.95,960.0,0.083,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP GX1,79.52,480.0,0.166,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 Rev2,115.7,500.0,0.231,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Hitachi Travelstar 7K1000,59.52,1000.0,0.06,HDD,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,126.0,750.0,0.168,HDD,32.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,126.97,512.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Intel 520,270.0,120.0,2.25,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Black,65.0,750.0,0.087,HDD,16.0,2.5,SATA 6.0 Gb/s
Asus ROG RAIDR,126.97,240.0,0.087,SSD,128.0,PCIe,PCIe x4
Crucial MX200,297.49,500.0,0.595,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier SP550,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung PM863,126.97,3840.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi HDS723020BLA642,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
XPG GAMMIX S10,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black NVMe,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XPG SX6000 Lite,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XPG SX6000 Lite,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG06ACA10TE,126.97,10000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Klevv CRAS C710,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750 Rev2,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
HP EX900 Plus,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,126.97,8000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba XG6,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital PC SN740 Pyrite,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Nextorage G-Series LE,139.99,2000.0,0.07,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM IRDM PRO GEN 5,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD Red Pro,269.49,12000.0,0.022,HDD,256.0,3.5,SATA 6.0 Gb/s
Transcend MTE245S,61.36,1000.0,0.061,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,126.97,6000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,253.94,10000.0,0.025,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba XG6,39.79,512.0,0.078,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NXM,18.99,128.0,0.148,SSD,128.0,M.2-2242,M.2 PCIe 3.0 X4
Western Digital Red,179.0,6000.0,0.03,HDD,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,168.29,6000.0,0.028,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,199.99,6000.0,0.033,HDD,256.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K2000,71.14,2000.0,0.036,HDD,32.0,3.5,SATA 3.0 Gb/s
TEAMGROUP EX2,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba V300,126.97,2000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus G,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Acer SA100,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,93.98,500.0,0.188,SSD,128.0,2.5,SATA 6.0 Gb/s
HP EX920,126.97,256.0,0.087,SSD,256.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,87.49,500.0,0.175,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung Spinpoint F1 DT,126.97,320.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,126.97,1500.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Samsung 840,126.97,250.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial M500,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Black2,249.99,1000.0,0.25,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate ST1000DM004,126.97,1000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Toshiba X300,126.97,6000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
SanDisk X400,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Samsung SM961,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,126.97,256.0,0.087,SSD,512.0,PCIe,PCIe x4
Hitachi Ultrastar 7K4000,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
PNY CS900,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba P300,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Intel 660p,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Transcend 110S,49.99,512.0,0.098,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 120,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s,126.97,2000.0,0.087,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea A440 Pro,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Netac NV2000,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Nextorage G-Series,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C715,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310,149.99,2000.0,0.075,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Purple Pro,377.99,18000.0,0.021,HDD,512.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0030HNC-NRSN,69.98,3000.0,0.023,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,402.07,16000.0,0.025,HDD,256.0,3.5,SAS 12.0 Gb/s
Western Digital Gold,299.99,14000.0,0.021,HDD,512.0,3.5,SATA 6.0 Gb/s
Nextorage G-Series,799.99,8000.0,0.1,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Integral MO-300,29.95,256.0,0.117,SSD,128.0,mSATA,mSATA
Toshiba MG07ACA14TE,299.0,14000.0,0.021,HDD,256.0,3.5,SATA 6.0 Gb/s
Netac NV3000,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Integral V Series 2,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Verbatim Vi7000G,105.49,1000.0,0.105,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,113.12,1000.0,0.113,HDD,32.0,3.5,SATA 3.0 Gb/s
Samsung PM893,290.38,1920.0,0.151,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Game Drive,130.48,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,82.49,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Transcend SSD230S,81.5,1000.0,0.082,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate EE25.2,126.97,40.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Western Digital Black NVMe,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan,126.97,500.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial P5,126.97,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q4,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA Premium For PS5,139.99,2000.0,0.07,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NS100,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
HP S700,58.86,250.0,0.235,SSD,128.0,2.5,SATA 6.0 Gb/s
GOODRAM CL100 gen.3,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
MSI SPATIUM M460,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
HP FX900 Pro,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA BG5,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
KingSpec VP101,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital AV-GP,49.95,160.0,0.312,HDD,8.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,74.0,500.0,0.148,HDD,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,126.97,640.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,126.97,1000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow E100,126.97,200.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Black,126.97,5000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
SanDisk X400,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
AMD Radeon R3,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial MX300,126.97,525.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Crucial MX300,499.99,2050.0,0.244,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
ADATA Ultimate SU650,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX8200 240,126.97,240.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,126.97,12000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS RGB,126.97,256.0,0.087,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,255.0,8000.0,0.032,HDD,256.0,3.5,SATA 6.0 Gb/s
Intel D3-S4510,170.0,960.0,0.177,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda 120,126.97,250.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston KC2500,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP400,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q1,99.95,480.0,0.208,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair MP600 CORE,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 850,54.99,512.0,0.107,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3140 w/Heatsink,190.48,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung PM893,118.95,240.0,0.496,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba N300,489.99,16000.0,0.031,HDD,512.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 10000,126.97,2000.0,0.087,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4
Seagate Lightsaber Collection FireCuda,139.99,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD90,74.98,1000.0,0.075,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Lexar NQ100,89.49,1920.0,0.047,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba N300 NAS,349.0,20000.0,0.017,HDD,512.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,239.99,10000.0,0.024,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba L200,85.19,2000.0,0.043,HDD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,59.85,250.0,0.239,SSD,128.0,2.5,SATA 6.0 Gb/s
Klevv CRAS C925,46.99,500.0,0.094,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Hitachi S800 S846,126.97,2000.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
Mushkin Vortex Redline,126.97,512.0,0.087,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000 PRO,70.99,1000.0,0.071,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NN5PRO,399.99,2000.0,0.2,SSD,4096.0,M.2-2280,M.2 PCIe 4.0 X8
SanDisk SSD PLUS,49.1,480.0,0.102,SSD,128.0,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE8512GNTD,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
